audit_type,form,collection,node_key,label,kind,value_keys,notes
ASB,KBA-400,Scoping,Scoping.CASH,Cash scoping row,row,,
ASB,KBA-400,Scoping,Scoping.CASH.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.CASH.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.CASH.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.CASH.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.CASH.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.CASH.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.CASH,Cash relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.CASH,Cash significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.CASH,Cash risk-related specific risks,row,,
ASB,AUD-8xx,program,program.CASH,Cash audit program (AUD-801),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.CASH,Cash - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.CASH.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.CASH.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.CASH.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.CASH.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.CASH.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.CASH.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.CASH,Cash - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.AR,Accounts Receivable / Revenue - audit area selected,area_select,AR,category=balance
ASB,KBA-400,Scoping,Scoping.AR,Accounts Receivable / Revenue scoping row,row,,
ASB,KBA-400,Scoping,Scoping.AR.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.AR.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.AR.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.AR.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.AR.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.AR.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.AR,Accounts Receivable / Revenue relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.AR,Accounts Receivable / Revenue significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.AR,Accounts Receivable / Revenue risk-related specific risks,row,,
ASB,AUD-8xx,program,program.AR,Accounts Receivable / Revenue audit program (AUD-803),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AR,Accounts Receivable / Revenue - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AR.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AR.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AR.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AR.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AR.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AR.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.AR,Accounts Receivable / Revenue - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.INVENTORY,Inventory & COGS - audit area selected,area_select,INVENTORY,category=balance
ASB,KBA-400,Scoping,Scoping.INVENTORY,Inventory & COGS scoping row,row,,
ASB,KBA-400,Scoping,Scoping.INVENTORY.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INVENTORY.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INVENTORY.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INVENTORY.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INVENTORY.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INVENTORY.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.INVENTORY,Inventory & COGS relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.INVENTORY,Inventory & COGS significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.INVENTORY,Inventory & COGS risk-related specific risks,row,,
ASB,AUD-8xx,program,program.INVENTORY,Inventory & COGS audit program (AUD-804),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY,Inventory & COGS - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INVENTORY.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.INVENTORY,Inventory & COGS - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.PP,Prepaids / Deferred / Other - audit area selected,area_select,PP,category=balance
ASB,KBA-400,Scoping,Scoping.PP,Prepaids / Deferred / Other scoping row,row,,
ASB,KBA-400,Scoping,Scoping.PP.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.PP.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.PP.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.PP.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.PP.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.PP.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.PP,Prepaids / Deferred / Other relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.PP,Prepaids / Deferred / Other significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.PP,Prepaids / Deferred / Other risk-related specific risks,row,,
ASB,AUD-8xx,program,program.PP,Prepaids / Deferred / Other audit program (AUD-805),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PP,Prepaids / Deferred / Other - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PP.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PP.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PP.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PP.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PP.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PP.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.PP,Prepaids / Deferred / Other - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.INTANG,Intangibles - audit area selected,area_select,INTANG,category=balance
ASB,KBA-400,Scoping,Scoping.INTANG,Intangibles scoping row,row,,
ASB,KBA-400,Scoping,Scoping.INTANG.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INTANG.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INTANG.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INTANG.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INTANG.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INTANG.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.INTANG,Intangibles relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.INTANG,Intangibles significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.INTANG,Intangibles risk-related specific risks,row,,
ASB,AUD-8xx,program,program.INTANG,Intangibles audit program (AUD-806),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INTANG,Intangibles - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INTANG.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INTANG.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INTANG.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INTANG.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INTANG.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INTANG.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.INTANG,Intangibles - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.PPE,Property & Equipment - audit area selected,area_select,PPE,category=balance
ASB,KBA-400,Scoping,Scoping.PPE,Property & Equipment scoping row,row,,
ASB,KBA-400,Scoping,Scoping.PPE.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.PPE.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.PPE.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.PPE.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.PPE.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.PPE.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.PPE,Property & Equipment relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.PPE,Property & Equipment significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.PPE,Property & Equipment risk-related specific risks,row,,
ASB,AUD-8xx,program,program.PPE,Property & Equipment audit program (AUD-807),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PPE,Property & Equipment - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PPE.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PPE.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PPE.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PPE.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PPE.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.PPE.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.PPE,Property & Equipment - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.AP,Accounts Payable & Purchases - audit area selected,area_select,AP,category=balance
ASB,KBA-400,Scoping,Scoping.AP,Accounts Payable & Purchases scoping row,row,,
ASB,KBA-400,Scoping,Scoping.AP.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.AP.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.AP.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.AP.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.AP.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.AP.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.AP,Accounts Payable & Purchases relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.AP,Accounts Payable & Purchases significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.AP,Accounts Payable & Purchases risk-related specific risks,row,,
ASB,AUD-8xx,program,program.AP,Accounts Payable & Purchases audit program (AUD-808),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AP,Accounts Payable & Purchases - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AP.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AP.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AP.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AP.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AP.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.AP.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.AP,Accounts Payable & Purchases - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.OL,Payroll & Other Liabilities - audit area selected,area_select,OL,category=balance
ASB,KBA-400,Scoping,Scoping.OL,Payroll & Other Liabilities scoping row,row,,
ASB,KBA-400,Scoping,Scoping.OL.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.OL.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.OL.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.OL.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.OL.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.OL.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.OL,Payroll & Other Liabilities relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.OL,Payroll & Other Liabilities significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.OL,Payroll & Other Liabilities risk-related specific risks,row,,
ASB,AUD-8xx,program,program.OL,Payroll & Other Liabilities audit program (AUD-809),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OL,Payroll & Other Liabilities - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OL.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OL.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OL.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OL.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OL.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OL.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.OL,Payroll & Other Liabilities - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.INCTAX,Income Taxes / UBI - audit area selected,area_select,INCTAX,category=balance
ASB,KBA-400,Scoping,Scoping.INCTAX,Income Taxes / UBI scoping row,row,,
ASB,KBA-400,Scoping,Scoping.INCTAX.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INCTAX.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INCTAX.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INCTAX.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INCTAX.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.INCTAX.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.INCTAX,Income Taxes / UBI relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.INCTAX,Income Taxes / UBI significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.INCTAX,Income Taxes / UBI risk-related specific risks,row,,
ASB,AUD-8xx,program,program.INCTAX,Income Taxes / UBI audit program (AUD-810),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INCTAX,Income Taxes / UBI - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INCTAX.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INCTAX.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INCTAX.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INCTAX.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INCTAX.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.INCTAX.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.INCTAX,Income Taxes / UBI - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.DEBT,Debt & Debt Service - audit area selected,area_select,DEBT,category=balance
ASB,KBA-400,Scoping,Scoping.DEBT,Debt & Debt Service scoping row,row,,
ASB,KBA-400,Scoping,Scoping.DEBT.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.DEBT.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.DEBT.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.DEBT.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.DEBT.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.DEBT.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.DEBT,Debt & Debt Service relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.DEBT,Debt & Debt Service significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.DEBT,Debt & Debt Service risk-related specific risks,row,,
ASB,AUD-8xx,program,program.DEBT,Debt & Debt Service audit program (AUD-811),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.DEBT,Debt & Debt Service - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.DEBT,Debt & Debt Service - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.EQUITY,Equity / Net Assets / Net Position - audit area selected,area_select,EQUITY,category=balance
ASB,KBA-400,Scoping,Scoping.EQUITY,Equity / Net Assets / Net Position scoping row,row,,
ASB,KBA-400,Scoping,Scoping.EQUITY.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.EQUITY.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.EQUITY.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.EQUITY.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.EQUITY.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.EQUITY.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.EQUITY,Equity / Net Assets / Net Position relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.EQUITY,Equity / Net Assets / Net Position significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.EQUITY,Equity / Net Assets / Net Position risk-related specific risks,row,,
ASB,AUD-8xx,program,program.EQUITY,Equity / Net Assets / Net Position audit program (AUD-812),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY,Equity / Net Assets / Net Position - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.EQUITY.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.EQUITY,Equity / Net Assets / Net Position - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.OTHREV,Other Income & Expense - audit area selected,area_select,OTHREV,category=balance
ASB,KBA-400,Scoping,Scoping.OTHREV,Other Income & Expense scoping row,row,,
ASB,KBA-400,Scoping,Scoping.OTHREV.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.OTHREV.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.OTHREV.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.OTHREV.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.OTHREV.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.OTHREV.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
ASB,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.OTHREV,Other Income & Expense relevant assertions,row,EO;RO;CO;AV;CU;UC,
ASB,KBA-400,SigDisclosures,SigDisclosures.OTHREV,Other Income & Expense significant disclosures,row,,
ASB,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.OTHREV,Other Income & Expense risk-related specific risks,row,,
ASB,AUD-8xx,program,program.OTHREV,Other Income & Expense audit program (AUD-813),program,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV,Other Income & Expense - 502 relevant-assertion risk section,section,,category=balance
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.EO,EO - Existence/Occurrence,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.RO,RO - Rights/Obligations,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.CO,CO - Completeness,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.AV,AV - Accuracy/Valuation,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.CU,CU - Cutoff,assertion,,
ASB,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.UC,UC - Classification/Understandability,assertion,,
ASB,KBA-502,AssertionLevelRisk,AssertionLevelRisk.OTHREV,Other Income & Expense - 502 specific-risk (assertion-level) section,section,,
ASB,AUD-100,OverAllTailoringQuestions,AuditAreas.JE2,Journal Entries - audit area selected,area_select,JE2,category=risk
ASB,KBA-400,Scoping,Scoping.JE2,Journal Entries scoping row,row,,
ASB,KBA-400,Scoping,Scoping.JE2.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
ASB,KBA-400,Scoping,Scoping.JE2.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
