audit_type,from_form,from_key,to_form,to_key,relation,trigger_value,notes
NPO,KBA-400,Scoping.ESTIMATES,KBA-400,Scoping.ESTIMATES.SigClassTans,contains_toggle,,
NPO,KBA-400,Scoping.ESTIMATES,KBA-400,Scoping.ESTIMATES.MaterialAccount,contains_toggle,,
NPO,KBA-400,Scoping.ESTIMATES,KBA-400,Scoping.ESTIMATES.SigDisclosure,contains_toggle,,
NPO,KBA-400,Scoping.ESTIMATES,KBA-400,Scoping.ESTIMATES.SigAcctEst,contains_toggle,,
NPO,KBA-400,Scoping.ESTIMATES,KBA-400,Scoping.ESTIMATES.SigFraudRisk,contains_toggle,,
NPO,KBA-400,Scoping.ESTIMATES,KBA-400,Scoping.ESTIMATES.substantivetesting,contains_toggle,,
NPO,KBA-400,Scoping.ESTIMATES.SigClassTans,KBA-400,AuditareaRelevantAssertions.ESTIMATES,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
NPO,KBA-400,Scoping.ESTIMATES.MaterialAccount,KBA-400,AuditareaRelevantAssertions.ESTIMATES,co_feeds_row,NOTDASH,OR-trigger; unisolated
NPO,KBA-400,Scoping.ESTIMATES.SigDisclosure,KBA-400,SigDisclosures.ESTIMATES,spawns_row,NOTDASH,
NPO,KBA-400,Scoping.ESTIMATES.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.ESTIMATES,spawns_row,NOTDASH,
NPO,KBA-400,Scoping.ESTIMATES.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.ESTIMATES,co_feeds_row,NOTDASH,OR-trigger; unisolated
NPO,KBA-400,Scoping.ESTIMATES.substantivetesting,AUD-8xx,program.ESTIMATES,recommends_program,NOTDASH,program-side; AUD-820
NPO,KBA-400,AuditareaRelevantAssertions.ESTIMATES,KBA-502,RelevantAssertion.ESTIMATES,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. category=risk; 502 assertion-grid TEMPLATED from balance areas, NOT live-verified"
NPO,KBA-502,RelevantAssertion.ESTIMATES,KBA-502,RelevantAssertion.ESTIMATES.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.ESTIMATES,KBA-502,RelevantAssertion.ESTIMATES.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.ESTIMATES,KBA-502,RelevantAssertion.ESTIMATES.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.ESTIMATES,KBA-502,RelevantAssertion.ESTIMATES.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.ESTIMATES,KBA-502,RelevantAssertion.ESTIMATES.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.ESTIMATES,KBA-502,RelevantAssertion.ESTIMATES.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-400,RiskRelatedSpecificrisks.ESTIMATES,KBA-502,AssertionLevelRisk.ESTIMATES,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
NPO,AUD-100,AuditAreas.CONCENT,KBA-400,Scoping.CONCENT,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
NPO,KBA-400,Scoping.CONCENT,KBA-400,Scoping.CONCENT.SigClassTans,contains_toggle,,
NPO,KBA-400,Scoping.CONCENT,KBA-400,Scoping.CONCENT.MaterialAccount,contains_toggle,,
NPO,KBA-400,Scoping.CONCENT,KBA-400,Scoping.CONCENT.SigDisclosure,contains_toggle,,
NPO,KBA-400,Scoping.CONCENT,KBA-400,Scoping.CONCENT.SigAcctEst,contains_toggle,,
NPO,KBA-400,Scoping.CONCENT,KBA-400,Scoping.CONCENT.SigFraudRisk,contains_toggle,,
NPO,KBA-400,Scoping.CONCENT,KBA-400,Scoping.CONCENT.substantivetesting,contains_toggle,,
NPO,KBA-400,Scoping.CONCENT.SigClassTans,KBA-400,AuditareaRelevantAssertions.CONCENT,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
NPO,KBA-400,Scoping.CONCENT.MaterialAccount,KBA-400,AuditareaRelevantAssertions.CONCENT,co_feeds_row,NOTDASH,OR-trigger; unisolated
NPO,KBA-400,Scoping.CONCENT.SigDisclosure,KBA-400,SigDisclosures.CONCENT,spawns_row,NOTDASH,
NPO,KBA-400,Scoping.CONCENT.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.CONCENT,spawns_row,NOTDASH,
NPO,KBA-400,Scoping.CONCENT.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.CONCENT,co_feeds_row,NOTDASH,OR-trigger; unisolated
NPO,KBA-400,Scoping.CONCENT.substantivetesting,AUD-8xx,program.CONCENT,recommends_program,NOTDASH,program-side; AUD-821
NPO,KBA-400,AuditareaRelevantAssertions.CONCENT,KBA-502,RelevantAssertion.CONCENT,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. category=risk; 502 assertion-grid TEMPLATED from balance areas, NOT live-verified"
NPO,KBA-502,RelevantAssertion.CONCENT,KBA-502,RelevantAssertion.CONCENT.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.CONCENT,KBA-502,RelevantAssertion.CONCENT.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.CONCENT,KBA-502,RelevantAssertion.CONCENT.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.CONCENT,KBA-502,RelevantAssertion.CONCENT.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.CONCENT,KBA-502,RelevantAssertion.CONCENT.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.CONCENT,KBA-502,RelevantAssertion.CONCENT.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-400,RiskRelatedSpecificrisks.CONCENT,KBA-502,AssertionLevelRisk.CONCENT,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
NPO,AUD-100,AuditAreas.BUSINESS,KBA-400,Scoping.BUSINESS,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
NPO,KBA-400,Scoping.BUSINESS,KBA-400,Scoping.BUSINESS.SigClassTans,contains_toggle,,
NPO,KBA-400,Scoping.BUSINESS,KBA-400,Scoping.BUSINESS.MaterialAccount,contains_toggle,,
NPO,KBA-400,Scoping.BUSINESS,KBA-400,Scoping.BUSINESS.SigDisclosure,contains_toggle,,
NPO,KBA-400,Scoping.BUSINESS,KBA-400,Scoping.BUSINESS.SigAcctEst,contains_toggle,,
NPO,KBA-400,Scoping.BUSINESS,KBA-400,Scoping.BUSINESS.SigFraudRisk,contains_toggle,,
NPO,KBA-400,Scoping.BUSINESS,KBA-400,Scoping.BUSINESS.substantivetesting,contains_toggle,,
NPO,KBA-400,Scoping.BUSINESS.SigClassTans,KBA-400,AuditareaRelevantAssertions.BUSINESS,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
NPO,KBA-400,Scoping.BUSINESS.MaterialAccount,KBA-400,AuditareaRelevantAssertions.BUSINESS,co_feeds_row,NOTDASH,OR-trigger; unisolated
NPO,KBA-400,Scoping.BUSINESS.SigDisclosure,KBA-400,SigDisclosures.BUSINESS,spawns_row,NOTDASH,
NPO,KBA-400,Scoping.BUSINESS.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.BUSINESS,spawns_row,NOTDASH,
NPO,KBA-400,Scoping.BUSINESS.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.BUSINESS,co_feeds_row,NOTDASH,OR-trigger; unisolated
NPO,KBA-400,Scoping.BUSINESS.substantivetesting,AUD-8xx,program.BUSINESS,recommends_program,NOTDASH,program-side; AUD-822
NPO,KBA-400,AuditareaRelevantAssertions.BUSINESS,KBA-502,RelevantAssertion.BUSINESS,renders_section_client_side,assertion_picked,CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. balance area; matches live-verified CASH/INVEST/AR pattern
NPO,KBA-502,RelevantAssertion.BUSINESS,KBA-502,RelevantAssertion.BUSINESS.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.BUSINESS,KBA-502,RelevantAssertion.BUSINESS.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.BUSINESS,KBA-502,RelevantAssertion.BUSINESS.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.BUSINESS,KBA-502,RelevantAssertion.BUSINESS.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.BUSINESS,KBA-502,RelevantAssertion.BUSINESS.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-502,RelevantAssertion.BUSINESS,KBA-502,RelevantAssertion.BUSINESS.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
NPO,KBA-400,RiskRelatedSpecificrisks.BUSINESS,KBA-502,AssertionLevelRisk.BUSINESS,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
ASB,AUD-100,AuditAreas.CASH,KBA-400,Scoping.CASH,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
ASB,KBA-400,Scoping.CASH,KBA-400,Scoping.CASH.SigClassTans,contains_toggle,,
ASB,KBA-400,Scoping.CASH,KBA-400,Scoping.CASH.MaterialAccount,contains_toggle,,
ASB,KBA-400,Scoping.CASH,KBA-400,Scoping.CASH.SigDisclosure,contains_toggle,,
ASB,KBA-400,Scoping.CASH,KBA-400,Scoping.CASH.SigAcctEst,contains_toggle,,
ASB,KBA-400,Scoping.CASH,KBA-400,Scoping.CASH.SigFraudRisk,contains_toggle,,
ASB,KBA-400,Scoping.CASH,KBA-400,Scoping.CASH.substantivetesting,contains_toggle,,
ASB,KBA-400,Scoping.CASH.SigClassTans,KBA-400,AuditareaRelevantAssertions.CASH,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
ASB,KBA-400,Scoping.CASH.MaterialAccount,KBA-400,AuditareaRelevantAssertions.CASH,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.CASH.SigDisclosure,KBA-400,SigDisclosures.CASH,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.CASH.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.CASH,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.CASH.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.CASH,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.CASH.substantivetesting,AUD-8xx,program.CASH,recommends_program,NOTDASH,program-side; AUD-801
ASB,KBA-400,AuditareaRelevantAssertions.CASH,KBA-502,RelevantAssertion.CASH,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=ASB; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
ASB,KBA-502,RelevantAssertion.CASH,KBA-502,RelevantAssertion.CASH.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.CASH,KBA-502,RelevantAssertion.CASH.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.CASH,KBA-502,RelevantAssertion.CASH.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.CASH,KBA-502,RelevantAssertion.CASH.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.CASH,KBA-502,RelevantAssertion.CASH.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.CASH,KBA-502,RelevantAssertion.CASH.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-400,RiskRelatedSpecificrisks.CASH,KBA-502,AssertionLevelRisk.CASH,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
ASB,AUD-100,AuditAreas.AR,KBA-400,Scoping.AR,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
ASB,KBA-400,Scoping.AR,KBA-400,Scoping.AR.SigClassTans,contains_toggle,,
ASB,KBA-400,Scoping.AR,KBA-400,Scoping.AR.MaterialAccount,contains_toggle,,
ASB,KBA-400,Scoping.AR,KBA-400,Scoping.AR.SigDisclosure,contains_toggle,,
ASB,KBA-400,Scoping.AR,KBA-400,Scoping.AR.SigAcctEst,contains_toggle,,
ASB,KBA-400,Scoping.AR,KBA-400,Scoping.AR.SigFraudRisk,contains_toggle,,
ASB,KBA-400,Scoping.AR,KBA-400,Scoping.AR.substantivetesting,contains_toggle,,
ASB,KBA-400,Scoping.AR.SigClassTans,KBA-400,AuditareaRelevantAssertions.AR,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
ASB,KBA-400,Scoping.AR.MaterialAccount,KBA-400,AuditareaRelevantAssertions.AR,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.AR.SigDisclosure,KBA-400,SigDisclosures.AR,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.AR.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.AR,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.AR.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.AR,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.AR.substantivetesting,AUD-8xx,program.AR,recommends_program,NOTDASH,program-side; AUD-803
ASB,KBA-400,AuditareaRelevantAssertions.AR,KBA-502,RelevantAssertion.AR,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=ASB; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
ASB,KBA-502,RelevantAssertion.AR,KBA-502,RelevantAssertion.AR.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.AR,KBA-502,RelevantAssertion.AR.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.AR,KBA-502,RelevantAssertion.AR.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.AR,KBA-502,RelevantAssertion.AR.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.AR,KBA-502,RelevantAssertion.AR.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.AR,KBA-502,RelevantAssertion.AR.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-400,RiskRelatedSpecificrisks.AR,KBA-502,AssertionLevelRisk.AR,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
ASB,AUD-100,AuditAreas.INVENTORY,KBA-400,Scoping.INVENTORY,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
ASB,KBA-400,Scoping.INVENTORY,KBA-400,Scoping.INVENTORY.SigClassTans,contains_toggle,,
ASB,KBA-400,Scoping.INVENTORY,KBA-400,Scoping.INVENTORY.MaterialAccount,contains_toggle,,
ASB,KBA-400,Scoping.INVENTORY,KBA-400,Scoping.INVENTORY.SigDisclosure,contains_toggle,,
ASB,KBA-400,Scoping.INVENTORY,KBA-400,Scoping.INVENTORY.SigAcctEst,contains_toggle,,
ASB,KBA-400,Scoping.INVENTORY,KBA-400,Scoping.INVENTORY.SigFraudRisk,contains_toggle,,
ASB,KBA-400,Scoping.INVENTORY,KBA-400,Scoping.INVENTORY.substantivetesting,contains_toggle,,
ASB,KBA-400,Scoping.INVENTORY.SigClassTans,KBA-400,AuditareaRelevantAssertions.INVENTORY,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
ASB,KBA-400,Scoping.INVENTORY.MaterialAccount,KBA-400,AuditareaRelevantAssertions.INVENTORY,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.INVENTORY.SigDisclosure,KBA-400,SigDisclosures.INVENTORY,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.INVENTORY.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.INVENTORY,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.INVENTORY.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.INVENTORY,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.INVENTORY.substantivetesting,AUD-8xx,program.INVENTORY,recommends_program,NOTDASH,program-side; AUD-804
ASB,KBA-400,AuditareaRelevantAssertions.INVENTORY,KBA-502,RelevantAssertion.INVENTORY,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=ASB; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
ASB,KBA-502,RelevantAssertion.INVENTORY,KBA-502,RelevantAssertion.INVENTORY.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.INVENTORY,KBA-502,RelevantAssertion.INVENTORY.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.INVENTORY,KBA-502,RelevantAssertion.INVENTORY.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.INVENTORY,KBA-502,RelevantAssertion.INVENTORY.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.INVENTORY,KBA-502,RelevantAssertion.INVENTORY.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.INVENTORY,KBA-502,RelevantAssertion.INVENTORY.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-400,RiskRelatedSpecificrisks.INVENTORY,KBA-502,AssertionLevelRisk.INVENTORY,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
ASB,AUD-100,AuditAreas.PP,KBA-400,Scoping.PP,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
ASB,KBA-400,Scoping.PP,KBA-400,Scoping.PP.SigClassTans,contains_toggle,,
ASB,KBA-400,Scoping.PP,KBA-400,Scoping.PP.MaterialAccount,contains_toggle,,
ASB,KBA-400,Scoping.PP,KBA-400,Scoping.PP.SigDisclosure,contains_toggle,,
ASB,KBA-400,Scoping.PP,KBA-400,Scoping.PP.SigAcctEst,contains_toggle,,
ASB,KBA-400,Scoping.PP,KBA-400,Scoping.PP.SigFraudRisk,contains_toggle,,
ASB,KBA-400,Scoping.PP,KBA-400,Scoping.PP.substantivetesting,contains_toggle,,
ASB,KBA-400,Scoping.PP.SigClassTans,KBA-400,AuditareaRelevantAssertions.PP,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
ASB,KBA-400,Scoping.PP.MaterialAccount,KBA-400,AuditareaRelevantAssertions.PP,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.PP.SigDisclosure,KBA-400,SigDisclosures.PP,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.PP.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.PP,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.PP.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.PP,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.PP.substantivetesting,AUD-8xx,program.PP,recommends_program,NOTDASH,program-side; AUD-805
ASB,KBA-400,AuditareaRelevantAssertions.PP,KBA-502,RelevantAssertion.PP,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=ASB; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
ASB,KBA-502,RelevantAssertion.PP,KBA-502,RelevantAssertion.PP.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.PP,KBA-502,RelevantAssertion.PP.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.PP,KBA-502,RelevantAssertion.PP.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.PP,KBA-502,RelevantAssertion.PP.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.PP,KBA-502,RelevantAssertion.PP.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.PP,KBA-502,RelevantAssertion.PP.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-400,RiskRelatedSpecificrisks.PP,KBA-502,AssertionLevelRisk.PP,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
ASB,AUD-100,AuditAreas.INTANG,KBA-400,Scoping.INTANG,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
ASB,KBA-400,Scoping.INTANG,KBA-400,Scoping.INTANG.SigClassTans,contains_toggle,,
ASB,KBA-400,Scoping.INTANG,KBA-400,Scoping.INTANG.MaterialAccount,contains_toggle,,
ASB,KBA-400,Scoping.INTANG,KBA-400,Scoping.INTANG.SigDisclosure,contains_toggle,,
ASB,KBA-400,Scoping.INTANG,KBA-400,Scoping.INTANG.SigAcctEst,contains_toggle,,
ASB,KBA-400,Scoping.INTANG,KBA-400,Scoping.INTANG.SigFraudRisk,contains_toggle,,
ASB,KBA-400,Scoping.INTANG,KBA-400,Scoping.INTANG.substantivetesting,contains_toggle,,
ASB,KBA-400,Scoping.INTANG.SigClassTans,KBA-400,AuditareaRelevantAssertions.INTANG,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
ASB,KBA-400,Scoping.INTANG.MaterialAccount,KBA-400,AuditareaRelevantAssertions.INTANG,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.INTANG.SigDisclosure,KBA-400,SigDisclosures.INTANG,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.INTANG.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.INTANG,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.INTANG.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.INTANG,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.INTANG.substantivetesting,AUD-8xx,program.INTANG,recommends_program,NOTDASH,program-side; AUD-806
ASB,KBA-400,AuditareaRelevantAssertions.INTANG,KBA-502,RelevantAssertion.INTANG,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=ASB; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
ASB,KBA-502,RelevantAssertion.INTANG,KBA-502,RelevantAssertion.INTANG.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.INTANG,KBA-502,RelevantAssertion.INTANG.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.INTANG,KBA-502,RelevantAssertion.INTANG.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.INTANG,KBA-502,RelevantAssertion.INTANG.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.INTANG,KBA-502,RelevantAssertion.INTANG.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.INTANG,KBA-502,RelevantAssertion.INTANG.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-400,RiskRelatedSpecificrisks.INTANG,KBA-502,AssertionLevelRisk.INTANG,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
ASB,AUD-100,AuditAreas.PPE,KBA-400,Scoping.PPE,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
ASB,KBA-400,Scoping.PPE,KBA-400,Scoping.PPE.SigClassTans,contains_toggle,,
ASB,KBA-400,Scoping.PPE,KBA-400,Scoping.PPE.MaterialAccount,contains_toggle,,
ASB,KBA-400,Scoping.PPE,KBA-400,Scoping.PPE.SigDisclosure,contains_toggle,,
ASB,KBA-400,Scoping.PPE,KBA-400,Scoping.PPE.SigAcctEst,contains_toggle,,
ASB,KBA-400,Scoping.PPE,KBA-400,Scoping.PPE.SigFraudRisk,contains_toggle,,
ASB,KBA-400,Scoping.PPE,KBA-400,Scoping.PPE.substantivetesting,contains_toggle,,
ASB,KBA-400,Scoping.PPE.SigClassTans,KBA-400,AuditareaRelevantAssertions.PPE,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
ASB,KBA-400,Scoping.PPE.MaterialAccount,KBA-400,AuditareaRelevantAssertions.PPE,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.PPE.SigDisclosure,KBA-400,SigDisclosures.PPE,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.PPE.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.PPE,spawns_row,NOTDASH,
ASB,KBA-400,Scoping.PPE.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.PPE,co_feeds_row,NOTDASH,OR-trigger; unisolated
ASB,KBA-400,Scoping.PPE.substantivetesting,AUD-8xx,program.PPE,recommends_program,NOTDASH,program-side; AUD-807
ASB,KBA-400,AuditareaRelevantAssertions.PPE,KBA-502,RelevantAssertion.PPE,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=ASB; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
ASB,KBA-502,RelevantAssertion.PPE,KBA-502,RelevantAssertion.PPE.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.PPE,KBA-502,RelevantAssertion.PPE.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.PPE,KBA-502,RelevantAssertion.PPE.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.PPE,KBA-502,RelevantAssertion.PPE.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.PPE,KBA-502,RelevantAssertion.PPE.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
ASB,KBA-502,RelevantAssertion.PPE,KBA-502,RelevantAssertion.PPE.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
